X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-1.200000e-01,2.000000e-04
0,1.30e+00,-8.20e+01,
1,1.36e+00,-7.60e+01,
2,1.33e+00,-8.00e+01,
3,1.39e+00,-7.60e+01,
4,1.36e+00,-7.80e+01,
5,1.42e+00,-7.40e+01,
6,1.38e+00,-7.80e+01,
7,1.44e+00,-7.20e+01,
8,1.38e+00,-7.20e+01,
9,1.48e+00,-7.60e+01,
10,1.42e+00,-7.00e+01,
11,1.50e+00,-7.40e+01,
12,1.46e+00,-7.20e+01,
13,1.51e+00,-6.60e+01,
14,1.47e+00,-7.20e+01,
15,1.54e+00,-6.40e+01,
16,1.54e+00,-6.80e+01,
17,1.46e+00,-6.40e+01,
18,1.46e+00,-6.60e+01,
19,1.56e+00,-6.20e+01,
20,1.50e+00,-6.60e+01,
21,1.56e+00,-6.00e+01,
22,1.53e+00,-6.40e+01,
23,1.57e+00,-6.00e+01,
24,1.57e+00,-6.20e+01,
25,1.50e+00,-5.80e+01,
26,1.57e+00,-6.20e+01,
27,1.47e+00,-5.60e+01,
28,1.56e+00,-6.00e+01,
29,1.50e+00,-5.60e+01,
30,1.55e+00,-5.40e+01,
31,1.50e+00,-5.80e+01,
32,1.54e+00,-5.60e+01,
33,1.48e+00,-5.20e+01,
34,1.52e+00,-5.60e+01,
35,1.45e+00,-5.00e+01,
36,1.50e+00,-5.00e+01,
37,1.41e+00,-5.40e+01,
38,1.49e+00,-5.20e+01,
39,1.42e+00,-4.60e+01,
40,1.47e+00,-5.00e+01,
41,1.42e+00,-4.40e+01,
42,1.44e+00,-4.80e+01,
43,1.37e+00,-4.40e+01,
44,1.40e+00,-4.60e+01,
45,1.32e+00,-4.20e+01,
46,1.29e+00,-4.40e+01,
47,1.35e+00,-4.00e+01,
48,1.34e+00,-4.40e+01,
49,1.27e+00,-3.80e+01,
50,1.31e+00,-4.20e+01,
51,1.26e+00,-3.80e+01,
52,1.29e+00,-4.00e+01,
53,1.23e+00,-3.60e+01,
54,1.28e+00,-4.00e+01,
55,1.19e+00,-3.40e+01,
56,1.19e+00,-3.40e+01,
57,1.25e+00,-3.80e+01,
58,1.23e+00,-3.60e+01,
59,1.18e+00,-3.20e+01,
60,1.22e+00,-3.40e+01,
61,1.17e+00,-2.80e+01,
62,1.20e+00,-3.40e+01,
63,1.14e+00,-2.80e+01,
64,1.19e+00,-3.00e+01,
65,1.12e+00,-2.60e+01,
66,1.15e+00,-2.80e+01,
67,1.19e+00,-2.40e+01,
